ID,O_Q63,O_Q80,O_Q91,O_Q92
4888,There is no reason what so ever to support Biden For President. He will take this country down.,This was all legal. If you check into it you will find every one who files a tax return will use all the laws to pay as little taxes as possible.,,
4890,"He's not Trump. Trump has got to go. If Biden is the best person to beat Trump, then Biden has my vote.",It is what it is but it's not fair. He's a crook.,,Operations Manager
4892,He is kind,He took advantage of laws that were in place,,
4893,Because he's smart,I don't believe it until we see some proof,Disabled,
4897,Toget rid of Trump,Not surprised about it he's scum and he's always been scum,Disabled,
4902,He doesn't lie all the time!,I think it's terrible!,,
4903,"He is much more competent, honest, and credible than Trump",Not surprising. it is criminal,,
4904,the honesty and integrity for all americans,criminal and absolutely should be addressed as anyone else,,
4906,None,Not caring it's the pass,,
4908,"He is a man who looks past himself.  He will be a president for everyone, not just the elite. He has a long record of government service.","The rich are different.  There are different rules for them.  Am I surprised he only paid $750 in taxes, no.  It's not even worth getting angry at, it's just the way it is.",,
4913,There is NO GOOD REASON,Fake news,,
4916,More reasonable man.,"Some wrongdoing,  also terrible tax code.",,
4919,No reason to support him,Fake news,,
4922,"There is no reason to support Biden for President. He has spent enough time in politics and didn't help the American People in 47 years.  He need to go back home and just retire.  He isn't mentally capable to do the jog that would be required of him. He has ties to Radical Left Wing Socialist's and Communistic people that have no love or respect for our country.  I am a Patriot, I stand for the National Anthem, the Pledge of Allegiance and my Flag. I was a life-long Democrat but not anymore. I will not vote for someone that want's to eradicate the Country I love. The Country my family helped to build. Who fought and died to help end slavery. I have ancestors that go back to the Mayflower. Joe Biden and Kamala Harris are a threat to our way of life and to the Constitution of the United States. I will never vote Democrat again. They have become a twisted bunch of Anti-American money hungry politiciand that need to go.",I don't believe he only paid $750 in taxes. If he did it is due to laws and regulation passed by Obama and Biden in their eight years of underhanded operations to destroy our Country.,Disabled,
4927,Tyyuuuuu,Ejeiff,,
4933,Trump needs to be replaced,Absolutely outrageous,Disabled,
4936,"Because it will get Trump out of office.  I understand he is old, but Kamala Harris brings youth and experience to the Vice President position and will be able to take over as president if necessary.",He should be ashamed of himself.,,
4939,"There is none whatsoever with the slutty whore of a hack he picked for a Veep. Nice try, people. Should gone with Tulsi, idiots.","Big deal, it's no different than the tax loopholes anyone else uses to reduce what they owe. If you don't like it, get rid of the loopholes. For everyone.",,
4948,Get rid of trump before he kills us all,Anger,,
4953,None,Doesn't matter to me-Just care how he does the job of President,,
4955,He is a decent human being and Trump has lowered the bar so far that being decent is the best reason regardless of policy.,Furious. When you make that much money he wouldn't have even noticed if he paid millions of dollars in taxes but it would have greatly helped whatever programs it went into.,,
4957,Intelligence,Not surprised,,
4960,He is honest and capable.  He will bring the country back together.,It is important for people to know what type of citizen Trump is.  It is also important to know that Trump has not been honest.,,
4966,Nothing,If he found a legal way around paying tax good for him,,
4972,i believe our views match.,"if true, charges should be brought like every one is subjected to.",,
4974,There is no good reason to vote for Biden.,"Fake news, like always. Already debunked. Do a little bit of research and stop watching MSDNC",,
4975,Rice,This is discussing.  I paid more than he did and made a hell of a lot less than Trump,,
4976,no resone,sorry i dont know,,
4977,just feel he is best choice now,not my business--no comment,,
4983,Stability for the American public,"Of course, he?s dishonest",,
4988,There is none as he is a criminal and a liar!,All billionaires would pay the same thing guys!,,
4990,He is not a bully and racist who scares people to get why he wants.,"Not surprised, his previous businesses, schools, and ect have seen similar situations, where they don't work well or are corrupt.",,
4991,He?s not Trump.,Infuriated because I paid 10 times that and would have paid more if it wasn?t paid by the due date,,
4992,None I think America would crumble with Joe Biden as President,I don't  care about his or anyone else's taxes,,
4996,Doing the best for us,This is not the best way to do taxes,,
5003,Trump is insensitive and racist and doesn't understand anything about the average American.,It is not surprising. Rich people can get away with a lot and have no regard for people who struggle every day.,,
5012,He will take the covid virus seriously and build our economy back up,He should have to go back and be audited for all of his back taxes up to 20 years ago,,
5015,The economy needs to be fixed,It really upsets me,,
5017,The only thing I would support him is with climate change. I like that he will stop fracking and work on a greener environment.,Trump has always bucked the system so this is no surprise to me seeing the amount paid in taxes.,,
5029,He is more supportive of police reform.,"I don?t mind it. He utilized putting his money in his business to avoid personal tax, as many rich people do.",,
5035,donul  trump is better president because he is all USA high regulation convert,this false news.it is trump candidate confused,,
5040,He's not Trump,He needs to be put in jail,,
5041,None he is not for me,I?m glad that he is using the loop holes and tax benefits that this government provides its business people and citizens.,,Funeral service
5043,Economic stimulus,I think it is untrue,,
5044,He is honest and not just out to protect the rich.  Trump is a joke and a poor representative of USA.,"This is shameful when hard working Americans, even the poorest, pay way more than that.",,
5047,He is a better candidate than trump,Not surprised trump is capable of being that way,Self employed,
5048,He's a better man than Donald Trump,I'm not surprised,,
5053,There is no good reason.,Not my business.,,
5058,There is no good reason at all.,It doesn't bother me. This is why the wealthy stay wealthy in this country. They hire great accountants that help them find all the loops holes our great country has.,,
5065,he's for the little guy,no wonder he wouldn't release his tax returns,,
5066,Kick Donald Trump out of the presidency.,Not surprising if you are aware of Trump's dealings over the past few decades. As a middle class American it always makes me angry when you have reports of rich people and corporations avoiding taxes that many of us are not privy to.,,
5074,"If I was to believe that each candidate would carry out what they say they will do, which I don't. I would have to say that Biden would attempt to lower the cost of health care better, but I don't really think that he would do that either.","If he had a legitimate reason such as he lost money, then that is the way the tax system has been set up to be. He would be in the right for doing it until the system is changed and he isn't.",,
5075,He is not as abrasive as trump,He must have had a good accountant to get tax breaks,,
5080,To stop the Trump bashing,I wonder where they get their information from. Can?t believe everything you hear.,,
5084,Because he's a decent human being and not absolutely insane like Trump.,Absolutely disgraceful. Although sadly not surprising.,,
5088,Healthcare,Not surprised but angry. It?s nit fair to the rest of us who pay taxes.,,
5096,None that I see,He knows the system,,
5099,There is no reason to support Biden for president.  It would be a huge mistake to vote him in.,"I don't believe the info.  If it is always Unknown Source, why pay any attention to it.",,
5101,To get rid of Trump,That is horrible. The system needs to change,,
5103,I don't like the way that Donald Trump handles LGBTQ rights,Sounds about right to governments always finding a way to screw us poor people over and get away with it,,
5104,He will provide stability in the presidency,He?s not a very good businessman.,,
5106,I can see him supporting a bipartisan effort to govern this country. This divisive back biting has to stop and Trump can't do it.,"My husband and I made way less than $100,000 and paid way more than $750 in taxes. This makes me so angry, I feel frustrated, powerless, picked on, bullied, taken advantage of, hoodwinked, betrayed. Trump has to go. He does not in any way shape or form represent or care about me.",,
5112,None he is a bad choice worse than Hillary clintonin 2016,He invested slot of money and truly I don't believe the american media anymore,,
5114,not cutting healthcare,n/a,,
5122,to keep the democrats quiet,good businessman,,
5129,"In my opinion, the best reason to support Biden is the fact that he is well liked, he can heal this country, bring us back from the brink, and give what this country needs.",I was outraged.,,
5130,He?s an empathetic human being,He?s a conman and a criminal.,,
5131,None,Fake news didn't tell the whole story,,
5134,I don't support Joe Biden because he has made clear that he would not maintain law and order in our cities and towns. He would also raise taxes and extend the economic shutdown indefinitely using the virus as an excuse.,I feel that his tax information should be kept out of the public eye and let the man do the job that Americans voted him in to do.,,
5145,There is none,Its bullshit but I want to see proof,,
5146,bien is a racist,love trump,,
5150,Trump has been a shit-show. He's corrupt; he's weakened the checks and balances. His Administration has made the media an enemy. He's divided the country. He's golfed too much. He's majorly screwed up the handling of COVID. Need I continue?,Not surprised. Tax loopholes benefit those that are wealthy. What is suprising is how long the audit has and is taking,,
5153,His policies,Why do people like him get all of the loop holes while everyone else has none,,
5160,I believe he will do a better job,I am disappointed and frustrated with the news,,
5162,He seems more stable and has the common sense to make rational decisions,He is corrupt and self serving,I am on total disability,
5165,He's not Trump,Disgraceful,,
5167,we need someone who is  it an antagonist,Not surprising,,
5170,Kamala Harris,Disgusted and not surprised,,
5181,He is better than Trump,about what I expected,,
5183,"He is smart, and he is not a corrupt sexist, racist creep",If it is true that is very frustrating and disgusting considering all of the people who make less than $30k a year are paying more taxes thanhim.,,
5186,Not sure,If it's true I'm not sure how he  got away w it,,
5189,i dont have one,his is one lucky guy,,
5194,"The best reason to support Biden/Harris is to get our current ""president"" Trump out of office. Trump is a threat to America and the middle class","I was not surprised because people like him get away with this a lot, but the situation is still deplorable. It's very hypocritical and disgusting that he diminishes the rights and feelings or both legal and illegal immigrants who literally pay more in taxes or at least give back their communities in a meaningful way, more than he ever has. He's a lying, cheating coward.",,
5197,He cares for people like me,I;m angry that he got away with it,,
5199,Nothing,He's a good businessman,,
5200,To get rid of Trump.,Disgust.  I want his accountants.,,
5202,Nonr,at leased he paid taxes,,
5206,None,None,,
5213,he is human,revolting,,
5219,He care about,we would be in deep shit,,
5224,Biden would lead in unifying this country and lookout out for all races.,This information didn't surprise me because Trump will shift the truth so he will bend the truth when he files his income taxes.,,
5227,None,Means nothing to me. Congress writes the tax codes.,,
5236,To beat Trump,I'm not surprised since he would not release his tax returns to the public. It's just another betrayal of the American people to the many he has committed and will commit before he is ousted.,,
5244,Get Trump out of the Presidency,Crook!,,
5250,Bring dignity back to the White House,Horrible.  What kind of president would cheat the government by not paying taxes?,,
5253,I don?t to vote for trump,Sad,,
5257,None,I think it's ridiculous,,
5263,He is more in touch with average American citizens,Hard working people pay income tax every year .who have low income. Im mad that the wealthy get richer from loopholes,,
5265,"I SUPPORT JOE BIDEN BECAUSE HE UNDERSTANDS AMERICAN PEOPLE AND HE LISTENS TO THEM.  HE IS MORE RESPECTABLE AND EXPERIENCED IN HANDLING WORLD AFFAIR THAN TRUMP.  JOE HAS NOT SCANDALS AND DRAMA THAT WE THE PEOLE HAVE TO LISTEN TO DAILY AND HE WILL WORK HARD IN BRINGING PEOPLE TOGETHER RATHER THAN DIVIDING PEOPLE, CALLING NAMES AND INSULTS.  PEOPLE ARE TIRED OF THIS CRAP!","IT IS APPALLING AND DISTURBING.  I PAID ALMOST MORE THAN THAT FOR MY TAXES.  HE NEEDS TO PAY UP AND GO TO JAIL, DO NOT PASS GO, FOR FAKE INFORMATSION ALONG WITH HIS LIES AND FRAUD AND DISRUPTION AND CORRUPTIONS.",,
5270,None,Not my business,,
5271,He will be better for the country.,I am disappointed that Trump did not pay his fair share.,,
5276,cant think of a single one,i think its bogus propoganda,,
5289,There is no good reason what so ever to vote for that liar,"He does not get paid for being the President, so why should he pay taxes? Answer that question!",Disabled,
5293,he has care for the middle people like use,just wrong,,
5295,If Biden were to actually keep social security strong and have people keep it rather than give it to bigger corporations their would be a positive step in his direction. Who knows how true this is.,I feel Trump might have made some mistakes by not paying taxes but remember he did not accept a salary from being the president. So maybe trump should pay more taxes in other years.,,
5297,He seems more honest,It makes him seem like he?s cheating the system,,
5301,Stop big corporations and the rich from NOT paying their fair amount of taxes,I'm pissed and angry that the rich can legally do this.  It is NOT fair to the middle income and low income people,,
5304,Anyone is better choice than Donald!!!!!!,Disgusting human being! No wonder he didn't want his taxes released!! He's a cheat!!!!!,,
5312,Honesty and empathy,ANGER,,
5331,None,It?s no different than any other politician.  Most pay much less than the average working person.  Congress should stop throwing stones in their glass house!,,
5340,I can't think of one reason,All people have a past BUT he is very successful in business and doing a bang up job as president,,
5343,He is honest!,Am disgusted!,,
5349,Honesty and character,He's a crook and liar,,
5354,He is down to earth like most of the country not rich like Trump,Terrible he should have paid a lot more,,
5359,There is none,Not important,,
5360,He is a go getter,Nobody's business,,Motorsports
5364,To protect social security,Not fair to Americans,,Manufacturing
5366,"I trust his judgment,  moral values and character",It's not really surprising we always knew he didn't really pay taxes or enough taxes,,
5367,"He has experience, and a cool head and will make wise decisions.",Frustrated that I laid more in taxes than he did as a millionaire.,,
5378,He is the only choice,So wrong,,
5382,He will clean up the corruption left by Trump,Angry. At 37k I paid more than he did.,,
5383,Honesty,Angry,,
5386,"He is honest, caring, gard working and has already ?proven? himself when he was vice president","Not surprising, and distrusting!",,
5387,His party is better at leading the USA.,I?m not surprised. The crazy thing is his supporters will see this as a good thing.,,
5389,Betterctgan yrump,Disgraceful. My family inconecisclowxand the government rakes us for taxes,Disability,
5390,He?s honest,It makes me sick,,
5394,Nothing,He took advantage of the tax codes and loopholes.,,
5395,Good man and knows what he's talking about,U need to pay ur taxes,,
5397,He can stave off communism until he soon dies,That?s how our tax code works. Job creators keep the economy humming and taxes are set to encourage that,,
5398,because he's not trump.,He has a very smart tax company. I think all the loopholes are out there for the wealthy,,
5399,There is no reason to support biden for president.,it is false news to hurt his campaign,,
5405,There is none,A bunch of fake news that the left is trying to make him out to be,,
5406,"He is diplomatic, understands government and is a good leader.",I found it sad. I have been low to middle income my whole life and paid more most years,,Rare book sales
5409,Nothing,"He was president so he had only 400,000 income which he didn't take",,
5418,To unite the country,of course he did,,
5419,To ensur the far left doesn't lose their mind if Trump wins,That's very surprising. I can't imagine how that can be and wonder if it is true,,
5425,"Protecting the ACA, and social security",Enraged.,,
5430,There is no reason at all that Biden should be President,It?s probably nonsense and I also don?t care about anyone else?s taxes except my own,,
5437,Trump must leave to save this country from total description,Fuck trump and his lies and schemes,,
5439,Get Trump out,Ridiculous & maddening,,
5440,experience,No change,,
5444,None,I don?t really have much of a reaction to this,,
5445,The craziness needs to stop,He is a crook,,
5447,Nothing,Nothing,,
5448,"The best reason is because Donald Trump is a corrupt menace to our society. Trump is a liar and a racist, with authoritarian goals. Trump has zero concern for human lives, especially seniors, that are at higher risk of death from COVID-19.","I am not surprised at all. Donald Trump knows many ways to manipulate the laws of this country, both to hide his corruption with pardons and charge dismissals of his co-conspirators and to utilize the tax laws in ways that benefit him most.",Self employed,
5453,None,Not surprised,,
5455,No best reason. He is weak. I want a president that is strong.,Its not true.,,
5459,"I would never support Biden, he would be absolutely horrible for this country..",I would probably not even realize either way...,,
5463,He is a rational person who actually knows how to run a country and isn?t an idiot like the current president,"It means he?s a terrible business man, something he has claimed to be all along. Also that he is a liar.",,
5466,Dont know,No opinion,,
5468,He will ensure that socialism is a major part of the health and welfare and there will be services for everyone.,"If his businesses really showed a loss, then his tax bill was accurate.",,
5470,NOTHING,Not my business,,
5471,He has my values. He is set out to help people like me who have worked paycheck to paycheck. He is honest. He doesn't lie. He respects the constitution and the rights of all Americans. He won't 'hold out money for the state who didn't vote for him. He will begin to build back our relationships with other countries.,I find this disgusting. I made 28000 and I paid 2200 how far is that. I think he is a cheating fraud and all-round despicable person. who is only for hisself? He cares about no one but himself.,,
5473,None,Not convincing,,
5476,I don?t know,It?s fake news,,
5483,Not sure,None,,
5485,His honesty and transparency,Repulsive and not honest,,
5491,he is stable honest and caring,I think what he did is imoral and illegal,,
5492,Their is no reason to support biden,I'm shocked,,
5496,There is no reason to support Biden,I really don?t give a shit about this at all,,
5502,"if he can make usa good,i can support him",i feel good for it,,IT
5509,Only democratic running,Shocked,,
5516,He isnt trump honestly,Not suprised  He is a cheat.,,
5519,He?s not Trump and is able to be less divisive.,I was shocked.,,
5521,He is kind.,I can not think of anything.,,
5523,Anyone is better than Trump at this point.,"This was horrifying. I work my ass off & pay thousands of dollars to the government, & he?s a millionaire & gets to keep almost all of it. Fucking criminal.",,
5532,There is no reason to support Biden.  He is a lying corrupt politician who has been in Washington for almost 50 years only succeeding in enriching himself and his family.,Another lie by the main stream media. Trump has not had one word of praise by the leftist media in the US.,,
5534,"He is a much better person and truly understands the need for good health care, help out the middle class and to keep the ACA. Also, he won't  nominate someone for the Supreme Court is a Catholic fanatic and would put the country back 50 or more years.","NOt totally shocked as my husband is from Buffalo, Ny, so we knew what he was like in the 80s.  We lived through hearing about all his bankruptcies, etc.  It is totally wrong that he doesn't pay his fair share.",,
5535,He is presidential,Disgusted,,
5549,none,don't care,,
5566,To unite America and stop the divisiveness.,I was angry and upset.  I pay taxes and he doesn't?,,
5571,He can save the encomy from this crisis.,That's wrong,,
5572,Isn't it very obvious omg,this is all lies from the left,,
5573,He will be transparent and tell the truth,He took advantage of many tax loopholes available to the wealthy to lean losses in his business,,
5575,He doesn?t want to destroy our democracy and doesn?t represent and autocratic leader.,Disgusted but not surprised,,
5578,If you like higher taxes,Probably false but if true the good for him as long as they were legal deductions that is same thing I do when I do my taxes.,,
5579,None,He paid $750 in addition to what he had already paid in quarterly.,,
5581,I think republicans failure,We already know he was failed bakrupsy. Becore 2 or 3 times.  Now this recent news.  Corrupt and mis usesing his power.  If the new is real.  May be that news fake.,,
5582,"He is smarter. He is even keeled, he's not a white supremacist. He has experience. He is not a pussy grabbing pig.",I'm not sure if that is a true statement. I like to do research and decide for myself before casting a judgement. If it is true .....that is disgusting. He has no concept of what it's like to struggle. I'm ashamed that Americans elected an idiot. Even George Bush was a better president than him .,,
5585,I think he will lead better in tackling the corona virus.,Disgusted but not surprised given the source.,,
5589,"Joe Biden is a good, honest man who only wants what is best for the country.","He's a crook and I hope that, after the election, he is gone.",,
5591,Because hes not Donald Trump and though I don't agree with him on some things or think he's the best pick but at least he's sane and rational,Not surprised at all,,
5595,I Will support  Biden. Because he is a honest person,Trump is a selfish  person.  He doesn?t deserve to be president,,
5601,I don?t support Biden at all,He?s a celebrity they don?t pay anything,,
5603,There is no good reason.,Is this for real?,,
5605,there are none,i can?t judge don?t know tax law,,
5611,There is no reason to support Joe Biden.,He took all available deductions so I have no problem with it,,
5612,none,n9nw,,
5614,He's not Trump,Not surprised,,
5616,He will unite the country.,He is very dishonest.,,Education
5617,honesty and experience,DISGUSTING AND CORRUPT,,
5626,Gay Right's,Not fare at all. Everyone in the US should pay there fair share. He is no better than the rest if us.,,
5627,He?s not trump.,No surprise. The rich get richer.,,
5630,To get Trump out of office.,Not surprised,,
5634,How genuine he is AND HOW much wisdom he has received over the years catches my attention about him.,"Pissed, aggravated furious enraged",,
5648,There is no reason to support him and I don't like being tricked in surveys!!!! I support Donald Trump always!!!,Its not true so I could care less!,,
5658,getting rid of trump,it?s no surprise that he?s a cheat,,
5661,None,Total bullshit,,
5664,There is none. I truly fear for the direction of America if Biden wins presidency.,"I wasn't that surprised. We all have secrets. I personally am not appalled like others. Like, it's not ethical nor right.   But, he has done nothing - in my opinion- during his presidency, aside from lead and build America. I can overlook his poor judgement in that past lie to see the great work he is doing now.",,
5670,Covid disease he says he. Shasta plan,No one should be surprised he has been ducking and dodging forever,,
5683,"IF Trump survives C19, he'll be weak, and less able to lead the US.  Biden is healthy, and his ideas are much more viable than Trump's.  More than ever, Trump is a liability for the US.","It shows the level of deceit he is capable of.  Without a doubt, Trump is  America's Prevaricater in Chief.",,
5685,"there is no good reason to support Biden as president.  He is a racist for one and a do nothing type of leader.  He gets no results.  He is a lazy old man who does nothing but hide from the job.  People have to do his job for him.  He is a racist and bigot and a child offender.  He talks about how when he was a lifeguard and loved the little kids would come up and rub his hairy legs.  He is a disgusting old man and perverted.  That is a really weird thing for him to share and recollect, like he is proud.  He has lied about many things that comes out of his mouth and lives in a fantasy world similar to the media that claims to report news.  I really do not understand why Biden has not been held accountable for his role in the Russian lie and the other government people who took part.  It really is sad and disgusting that people get away with this because of politics.  Biden is complicit in all this and I would not hire such a loser and fraud  for an important job","I think people are stupid if they do not try to save on taxes with in the tax law and guidelines.  President Trump is very good at finding ways to save on taxes.  Is there something wrong with saving as much as you can on paying taxes?   I wonder if the tax refund I get every year if someone would have concern with that.  I often wonder about the federal tax the way it is set up how much the government gets, because everyone gets a refund.   It behooves me that this is a question on the survey and what the issue is.  President Trump paid $750 in fed taxes in 2016 and 2017 and no taxes in some years, wow that is impressive for him.  And very unimpressive that this statement is a talking point let a lone a negative talking point.  Did President Trump do something wrong?  Is that the issue?  what is the issue?  The only thing stated is that he paid $750 2 years and none other years.  What do you want me to comment on here.  That is impressive.  It seems to me this question would come from a very uneducated person and a very unimpressive person.  Someone who would want to influence an ignorant person there was something wrong when no wrong has been confirmed.   Very unimpressive question.",,
5686,None,No value,,Nonprofit
5692,Because he isn't Trump. He can't be nearly as stupid as he is.,I can't believe the President of the USA can get away with that.,,
5698,been in the politics longer,pissed off,,
5701,Nothing,Fake news,,
5702,"Good, honest, man who isn?t a criminal",He?s a hypocrite and a tax cheat who should be punished and for his actions with jail time.,,
5709,Climate Change,Malfeasance perhaps?,,
5714,None,It's a lie fabricated by the Pelosi/Schumer  sour grapes attitude since Hillary lost in 2016,,
5721,his speech,Is this fake news?,,
5727,He is reasonable and truthfully.,I don?t believe it.,,
5728,None,Not fair,,Bartender
5730,He thinks about the Older generation in the middle class.,I think it is absurd that he is allowed to get away with that the tax laws need to be change for higher investments.,,
5735,i have no reason to support biden,i don't think we're hearing the whole story. i find it hard to believe that someone with so much money isn't audited by the irs yearly,,
5744,None at all,Surprised,,
5745,Because he seems to be more in touch with middle class.,I really find this crazy because my income is a fraction of his but yet I paid a lot more in taxes.,,
5752,There isn't even one reason to support biden,Fake News,,
5761,He's weak,Its easy,,
5762,None,Don?t care,,Teachers aid
5771,Trump is a clown and us unqualified being a president,its inexcusable,,
5775,Need a change for the good.,Even to be in office your somepose to declare taxs,,
5776,He cares about the environment,It?s whatever,,
5779,get rid of trump and his cronies,once a cheat always a cheat,,
5782,He has my ideals in mind. He understands people like me,It?s unbelievable that our president took major tax cuts to save money,,
5784,"no good reason, don't think he can handle the job","he took no money for being president for 3 years, you could say he paid up what he owed.",,
5788,The best reason is that you want a liberal puppet who will allow radical left wing groups to push our nation towards socialism.,"This shows just how corrupt the career Washington politicians (like Biden - 47 years in govt) are. Trump has always said that he just uses the tax laws he is given, and even Dems have not accused him of breaking tax laws, only of paying ?too little?. Look to the politicians who wrote those tax laws to curry favor with big donors. THAT is part of the swamp Trump is trying to drain.",,
5789,There is no reason,I don't believe this statement,,
5790,To defeat Donald Trump,Disgusted but not surprised,,E-commerce associate
5799,There is no good reason,"I dont really care. Quite frankly, I?d like to know who his accountant is and how I can get in touch with him. That?s some impressive work.",,
5803,Biden seems like a normal enough person,I am not surprised,,
5805,Honesty,Outrage that due to tax loopholes some do not pay their fair share. Anyone in public office should be required to be transparent. The working class should receive tax breaks in order to put money back in the economy. Not the rich get richer.,,
5806,Unifier,Yes a cheat and liar,,
5810,Trump is terrible,It?s infuriating,,
5811,To get Trump out of office.,Corporate scamming at its best.  Middle and lower classes paid more taxes than a millionaire.,,
5812,"There is not one reason to support Biden, period!","Good,it shows that we need to eliminate federal income tax and start a federal value added tax!",,
5813,Experience,"A crook, tax evader,",Disable,
5814,none,be honest,,
5817,There are no good reasons to support him,I don't believe that,,
5819,Unite all the people,Disgusting,,
5822,He has dignity and will lead from policy not emotion.,Trump is a thief and a liar.,,
5824,truthful,mad,,
5827,I would not support Biden. He proved himself previously. Very weak,"no reaction, he is not the only one",,
5831,If you are a member of his family is the only reason I can think of.,"He is in business.  That's what the American tax laws allow.  Chevron, Delta Airlines, Eli Lilly, General Motors, Gannett, Goodyear Tire and Rubber, Halliburton, IBM, Jetblue Airways, Principal Financial, Salesforce.com, US Steel, and Whirlpool paid no taxes.",,
5833,I don?t see any.,No one wants to pay taxes and if there a way around it you will use it .,,
5834,No smart person would vote for biden.,Lies,,
5835,He is an honorable man,Angry but not surprised,,
5840,He will provide us with sensible leadership in our health crisis including following science and insuring that health insurance us available.,Not surprised.  He is the swamp he claimed to be draining.,,
5843,Compassionate respectful values,Not surprised,,
5846,I can?t think of one reason. My fear is that he plays into all this blm crap and the average Caucasian person will be working so minorities and immigrants can get everything for free.,I don?t know if it?s true. I do know he doesn?t take a salary as president. I would love to have people dig into all the politicians tax records.,,
5851,na,na,,
5852,He is honest,This not acceptable,,
5853,"if you want to wreck the country, support him",Trump knows the tax laws and breaks and therefore this makes sense.,,
5856,Make America great again,He is a fraud,,
5861,I dont like trump,Snake,,
5863,Health care reform,"Not surprised. Trump knows how to get around paying taxes for large corporations, thus many others as well.",,
5864,None,So what. It's called good accounting practices.,,
5867,There is no good reasons to support Biden for president.  He will be controlled by the left wing or he will not be able to continue in the office and the leftist socialist will take over as president.,If someone loses money and takes advantage of provisions in the law passed by congress it is perfectly legal and ethical.  The tax returns by private individuals should be kept private.  This is attack news meant to push a legally elected president out of office.,,
5871,"Will tax those making over $400,000.",Understandable. He relinquished his Presidential paycheck and all his company positions.  The amount makes sense.,,
5872,Because Trump is terrible,This is terrible,,
5875,he will unite the country,doesn't matter to me,,
5876,Health insurance,Ridiculous,,
5878,He will follow the constitution and obey the law.  He will restore our standing around the world and represent everyone.,It is clear that he has been a cheat all his life so it did not suprise me at all.,,
5882,he is a decent man who will work to get our countrry back on track and out of this mess trump has got us in,it is disgusting and shows what kind of person he is not paying his fair share aS WE all have to do,,
5885,Because he is awesome!!,He need to pay his damn taxes!,,
5889,None,Mean,,
5890,I think he's the most qualified for the job.,That makes me so mad that my middle class family paid more taxes than a supposed millionaire.,,
5900,no reason,Seems like normal- loaded and uneducated/ un-researched news.,,
5902,He cares about the people,It?s an absolute disgrace,,
5914,Great man,He ok to me,,
5915,THE BETTER MAN,HE SHOULD PAY MORE THAN THE AVERAGE AMERICAN,DISABLED,
5916,none. He is too old.,I don't believe it.,,
5917,I can think of NO good reason to support him and never would!  He is a liar and has a worthless record as a career politician,I don?t care!,,
5922,He will unite us as a country.,Mad,,
5927,He is more for people like me middle class Trump is more for the rich,It is very sad that is all he paid I know some who makes hardly anything and pays alot more then he did,,
5930,He is for equality.,I think he should bot be allowed to run and be in jail,,
5931,Because he?s a decent human being,Not at all surprising. This is why he hid the taxes for years.,,
5934,need some peace and less chaos,needs to be audited,,
5938,"I do not support Biden for any reason. I am voting straight republican, I even removed the Democratic Party from my registration. Cheaters and liars are something I will not associate myself with. Biden,Hillary, Obama for Prison 2020!!","I?d rather see Hillary?s emails. There is no tax fraud here, it?s called Barack Obama and Joe Biden?s tax laws.  I?m sure you would find many millionaires that paid the same or less. Wrong question to as a former accountant.",,
5940,"because he is trustworthy and will get the job done FOR the American People, and NOT just the 1%.","What a LOSER! He cheats at EVERYTHING but still comes out smelling like a rose. Hopefully, he will be PROSECUTED to the FULLEST Extent of the law after the election.",Disabled,
5943,to get trump out,lock him up,,
5949,He's much more diplomatic and presidential than Donald Trump,Not surprising.  Rich people know how to pay little to no taxes.,,
5955,His policy on social security,Not surprised,,
5956,He speaks truth about issues going on both in America and around the world.,I think he should have to pay the taxes he's supposed to pay each year like everyone else.,,
5966,"They are all good reason, but Biden has been in Washington to long, why should I believe he will do these things now? TERM LIMITS for them ALL!","If it was done legally, WHO CARES!",,
5969,"i can?t think of any thing , the questions about presidents not enough choices",nothing like sickness to make trump richer,,
5971,his ethics are more my style,i was speechless since he has milions,,
5979,He?s not Trump,Disgusting,,
5980,His help in trying to get the middle class ahead.,This isn?t true.,,
5982,Protection of social security and health care,"Using the tax laws legally, this probably happens to quite a few people.",,
5983,Support of middle class,Not surprised,,
5984,None,He took advantage of the laws already in place,,
5988,There are none,I'm guessing he had business losses from previous years that explains it. Very happy he's donating his presidential wages to charities. Maybe that could have been the reason too. We'll have to wait and see the full story.,,
5989,You want to turn America into a 3rd world nation.,It was a MSM hack job,,
5996,He has what it takes to bring our country back,I was not happy about this at all. I pay more than that every year in taxes,,
5997,He is not Donald Trump,Shocking news,,
6000,There is no good reason to support Biden for President. He is a corrupt liar. He will be nothing more than a puppet..,It was the usual democratic propaganda and lies,,
6017,I don't have any reason.  He seems old and weak.  He is forgetful.  I think if he gets elected he will be declared incompetent and we will get Harris as our President and that would be terrible!,I think he took advantage of the tax laws like every other businessman or woman.  If I owned companies I take advantage of the tax laws as well.  Why can't he!,Disabled,
6023,He is not Trump,As a CPA I would need more information to formulate an opinion.,,
6024,"He will look out for us and do what's right for us, not just what he thinks is right for himself.","It's disgusting how he keeps getting away with things, completely abusive.",,
6026,"trump is a fascist criminal conman who belongs in prison along with all of his henchmen/crime family members. biden should see that he is put there, or executed for treason.",trump is a criminal conman who is only out for himself. he should be executed for treason before the election even happens.,,
6028,There is no good reason except he talks quietly,Not a big deal to me even if it is true,,
6029,There is no reason to support Biden,Trumps taxes are no ones bussnies,,
6031,There isn't one,"Fake news, he paid in federal taxes the news doesn't tell everything they are biased against the president and are part of the problem for the division of the country.",,
